GR,s,h,rho,rho_scaled,window,rep,pi,t
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,72,1.6482010050251263e-05,2407
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,73,2.390552763819096e-05,2402
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,74,2.18161809045226e-05,2379
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,75,2.790829145728644e-05,2455
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,76,4.080954773869343e-05,2526
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,77,2.9631959798994983e-05,3024
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,78,1.2652110552763813e-05,2455
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,79,2.1147336683417094e-05,2386
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,80,4.050361809045224e-05,2742
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,81,4.1470854271356726e-05,2320
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,82,2.287989949748744e-05,2358
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,83,2.111572864321608e-05,2631
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,84,3.1581708542713564e-05,2312
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,85,2.698045226130654e-05,2384
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,86,3.3006180904522606e-05,2562
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,87,1.642155778894472e-05,2561
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,88,3.778954773869344e-05,2432
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,89,2.3523316582914592e-05,2375
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,90,1.8032211055276367e-05,2385
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,91,1.049256281407034e-05,2296
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,92,3.348105527638192e-05,2382
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,93,2.3090402010050263e-05,2320
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,94,3.078723618090454e-05,2321
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,95,2.2522814070351757e-05,2421
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,96,3.363402010050251e-05,2416
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,97,2.3958643216080387e-05,2541
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,98,1.627557788944723e-05,2327
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,99,8.94276381909547e-06,2544
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,100,3.062065326633171e-05,2460
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,101,3.525688442211057e-05,2436
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,102,1.6814773869346722e-05,2430
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,103,3.2605879396984944e-05,2715
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,104,2.228733668341709e-05,2546
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,105,3.247256281407037e-05,2562
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,106,3.3124221105527655e-05,2445
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,107,2.56656783919598e-05,2340
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,108,2.361623115577889e-05,2686
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,109,3.1998241206030167e-05,2395
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,110,3.9179497487437176e-05,2471
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,111,2.699979899497489e-05,2660
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,112,1.859778894472362e-05,2397
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,113,4.056979899497485e-05,2416
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,114,3.041296482412061e-05,2464
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,115,2.9323366834170865e-05,2339
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,116,3.662809045226128e-05,2659
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,117,2.1179296482412065e-05,2531
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,118,1.6213015075376882e-05,2353
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,119,2.412005025125629e-05,2492
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,120,3.4762663316582925e-05,2360
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,121,2.34003015075377e-05,2363
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,122,3.332261306532663e-05,2472
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,123,2.84597989949749e-05,2474
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,124,3.355874371859296e-05,2446
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,125,2.1167839195979898e-05,2282
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,126,3.14008040201005e-05,2535
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,127,3.0221105527638214e-05,2416
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,128,1.4368592964824096e-05,2435
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,129,2.8091809045226137e-05,2439
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,130,1.940633165829146e-05,2311
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,131,3.2416683417085445e-05,2521
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,132,1.2400301507537676e-05,2468
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,133,2.9990552763819132e-05,2639
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,134,2.3036934673366845e-05,2332
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,135,1.873150753768845e-05,2659
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,136,3.297663316582916e-05,2312
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,137,3.947462311557787e-05,2595
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,138,3.173271356783919e-05,2370
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,139,3.881291457286432e-05,2375
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,140,1.3001105527638177e-05,2440
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,141,2.599075376884422e-05,2445
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,142,1.1402964824120588e-05,2334
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,143,1.9301055276381932e-05,2565
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,144,2.326090452261307e-05,2534
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,145,1.5100402010050225e-05,2417
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,146,3.626371859296486e-05,2490
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,147,4.118190954773868e-05,2548
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,148,1.6952814070351744e-05,2313
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,149,1.9278391959799e-05,2330
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,150,2.408608040201004e-05,2297
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,151,1.229221105527637e-05,2308
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,152,1.8602060301507537e-05,2459
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,153,2.7028793969849257e-05,2447
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,154,1.7630150753768842e-05,2273
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,155,4.053748743718592e-05,2513
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,156,2.6655728643216108e-05,2382
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,157,3.0288341708542726e-05,2835
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,158,2.9499497487437225e-05,2349
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,159,1.4157236180904514e-05,2301
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,160,2.1465477386934662e-05,2658
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,161,3.2041407035175896e-05,2650
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,162,2.7561758793969863e-05,2335
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,163,4.625190954773868e-05,2401
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,164,3.072819095477389e-05,2428
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,165,3.176643216080405e-05,2300
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,166,1.1656834170854251e-05,2316
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,167,3.430391959798996e-05,2547
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,168,2.0398643216080408e-05,2386
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,169,2.262809045226128e-05,2482
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,170,4.294311557788944e-05,2378
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,171,2.2784170854271348e-05,2321
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,172,1.7368291457286413e-05,2425
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,173,3.5135125628140704e-05,2638
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,174,2.6222361809045225e-05,2410
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,175,3.626261306532667e-05,2721
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,176,3.139643216080401e-05,2386
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,177,3.501849246231155e-05,2637
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,178,1.885753768844221e-05,2559
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,179,2.491733668341712e-05,2402
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,180,8.091407035175873e-06,2415
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,181,3.649613065326634e-05,2453
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,182,4.123587939698493e-05,2629
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,183,1.7790050251256285e-05,2289
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,184,2.198688442211056e-05,2521
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,185,2.303321608040201e-05,2413
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,186,1.854909547738693e-05,2492
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,187,2.81586432160804e-05,2402
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,188,2.131231155778894e-05,2432
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,189,3.638010050251253e-05,2440
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,190,2.276834170854272e-05,2284
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,191,2.062768844221106e-05,2389
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,192,1.896422110552763e-05,2417
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,193,3.509587939698493e-05,2572
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,194,2.0437688442211063e-05,2243
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,195,1.8111758793969843e-05,2412
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,196,2.396693467336683e-05,2442
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,197,3.303804020100503e-05,2885
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,198,4.12085929648241e-05,2440
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,199,1.7516231155778874e-05,2443
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,200,3.367206030150754e-05,2512
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,201,1.676798994974873e-05,2315
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,202,2.0795175879397004e-05,2359
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,203,2.657386934673368e-05,2372
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,204,4.743643216080398e-05,2313
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,205,3.294442211055279e-05,2696
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,206,2.1301658291457296e-05,2472
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,207,2.3843618090452266e-05,2340
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,208,3.4952211055276405e-05,2614
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,209,2.1099045226130667e-05,2474
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,210,9.105728643216074e-06,2387
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,211,3.367095477386933e-05,2304
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,212,2.3939447236180906e-05,2360
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,213,2.235663316582916e-05,2468
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,214,2.492502512562816e-05,2270
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,215,2.148713567839198e-05,2321
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,216,2.7448040201005043e-05,2503
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,217,1.5986130653266315e-05,2422
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,218,3.810723618090454e-05,2556
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,219,1.5828944723618086e-05,2340
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,220,2.002964824120602e-05,2488
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,221,1.8667537688442215e-05,2312
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,222,3.425618090452263e-05,2571
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,223,2.508025125628144e-05,2354
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,224,2.757145728643217e-05,2829
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,225,2.4327537688442208e-05,2366
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,226,1.4926984924623107e-05,2425
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,227,1.8387386934673343e-05,2450
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,228,2.9179748743718617e-05,2710
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,229,1.7365929648241198e-05,2405
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,230,9.719145728643206e-06,2396
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,231,2.263025125628139e-05,2418
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,232,1.905457286432161e-05,2336
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,233,3.432432160804019e-05,2412
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,234,2.443497487437185e-05,2394
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,235,2.566402010050251e-05,2634
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,236,1.1678693467336667e-05,2367
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,237,2.6447386934673388e-05,2406
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,238,2.3652110552763836e-05,2620
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,239,2.7000251256281405e-05,2574
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,240,2.234276381909548e-05,2404
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,241,3.404326633165832e-05,2452
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,242,1.2555427135678382e-05,2427
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,243,1.1473366834170846e-05,2194
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,244,1.896517587939697e-05,2536
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,245,2.619135678391962e-05,2508
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,246,3.9977336683417095e-05,3072
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,247,3.5989145728643214e-05,2441
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,248,2.452336683417084e-05,2460
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,249,8.537386934673365e-06,2449
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,250,3.396738693467335e-05,2370
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,251,2.20181407035176e-05,2402
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,252,2.1796532663316585e-05,2614
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,253,3.4489145728643204e-05,2715
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,254,3.07876381909548e-05,2566
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,255,3.370130653266332e-05,2383
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,256,4.370638190954769e-05,2444
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,257,2.1257889447236183e-05,2444
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,258,1.943748743718592e-05,2412
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,259,3.211211055276384e-05,2419
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,260,2.2540854271356773e-05,2275
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,261,1.6959849246231147e-05,2337
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,262,1.7221256281407022e-05,2498
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,263,2.0569849246231168e-05,2401
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,264,3.7158894472361805e-05,2683
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,265,1.6618693467336674e-05,2415
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,266,1.5712060301507512e-05,2387
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,267,2.1901507537688457e-05,2599
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,268,3.030819095477388e-05,2423
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,269,3.563904522613066e-05,2505
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,270,2.571723618090454e-05,2359
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,271,2.5812713567839185e-05,2430
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,272,3.265512562814071e-05,2625
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,273,4.198341708542712e-05,2484
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,274,2.342125628140706e-05,2378
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,275,1.46926633165829e-05,2314
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,276,2.3986834170854265e-05,2808
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,277,3.193939698492464e-05,2381
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,278,2.3489849246231177e-05,2496
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,279,1.4896432160804022e-05,2320
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,280,2.085929648241205e-05,2386
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,281,1.3606030150753752e-05,2715
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,282,3.380753768844221e-05,2414
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,283,1.4497386934673349e-05,2323
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,284,2.3196281407035183e-05,2387
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,285,1.8349949748743718e-05,2267
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,286,2.6268793969849258e-05,2682
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,287,3.562648241206028e-05,2386
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,288,2.136130653266332e-05,2319
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,289,3.886693467336683e-05,2606
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,290,2.284809045226129e-05,2448
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,291,2.3850050251256285e-05,2334
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,292,2.183899497487437e-05,2581
100,0.05,0.2,5e-08,4.9999999999999996e-06,chr2,293,3.117743718592968e-05,2614
