GR,s,h,rho,rho_scaled,window,rep,pi,t
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,81,3.232728643216081e-05,2533
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,82,2.671276381909549e-05,2461
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,83,3.5317437185929644e-05,2334
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,84,3.565527638190954e-05,2438
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,85,2.6041959798994992e-05,2388
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,86,3.528316582914574e-05,2842
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,87,2.1762261306532696e-05,2378
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,88,3.80705527638191e-05,2573
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,89,2.8875326633165835e-05,2391
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,90,1.9697085427135707e-05,2475
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,91,2.1846834170854283e-05,2402
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,92,3.131582914572868e-05,2411
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,93,3.768572864321607e-05,2677
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,94,2.761633165829145e-05,2461
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,95,3.405452261306532e-05,2444
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,96,3.300562814070351e-05,2401
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,97,3.296180904522613e-05,2482
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,98,2.946984924623117e-05,2459
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,99,3.039587939698496e-05,2451
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,100,3.5976532663316594e-05,2513
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,101,1.748623115577888e-05,2357
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,102,9.797386934673356e-06,2368
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,103,2.9168894472361843e-05,2520
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,104,3.373874371859299e-05,2475
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,105,3.643959798994975e-05,2446
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,106,4.0791206030150754e-05,2625
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,107,3.987045226130655e-05,2421
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,108,4.4080854271356784e-05,2496
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,109,3.2496532663316594e-05,2366
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,110,2.937020100502514e-05,2409
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,111,3.468904522613066e-05,2590
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,112,2.645055276381908e-05,2327
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,113,3.379618090452261e-05,2545
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,114,4.1488291457286406e-05,2334
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,115,2.593286432160803e-05,2322
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,116,3.0295376884422133e-05,2550
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,117,3.904979899497487e-05,2522
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,118,3.68591959798995e-05,2444
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,119,2.9746783919598e-05,2480
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,120,4.400653266331658e-05,2495
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,121,2.6190603015075395e-05,2383
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,122,2.1640904522613076e-05,2498
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,123,3.147628140703519e-05,2389
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,124,4.010633165829144e-05,2516
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,125,3.598864321608038e-05,2470
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,126,2.9066381909547768e-05,2306
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,127,2.34670854271357e-05,2409
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,128,3.5840351758793936e-05,2482
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,129,2.570668341708543e-05,2396
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,130,3.428783919597987e-05,2463
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,131,2.734185929648241e-05,2459
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,132,3.411316582914572e-05,2591
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,133,2.810532663316585e-05,2450
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,134,3.736668341708541e-05,2470
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,135,2.6513015075376896e-05,2430
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,136,2.4760603015075367e-05,2318
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,137,1.951974874371858e-05,2415
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,138,3.322462311557791e-05,2351
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,139,2.195879396984924e-05,2331
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,140,3.509638190954771e-05,2569
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,141,2.529040201005024e-05,2351
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,142,2.8071859296482425e-05,2495
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,143,3.099834170854273e-05,2363
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,144,3.938241206030148e-05,2497
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,145,2.2235175879396987e-05,2321
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,146,3.685175879396985e-05,2510
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,147,2.63621608040201e-05,2420
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,148,3.620577889447236e-05,2327
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,149,3.825236180904523e-05,2446
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,150,3.844035175879393e-05,2506
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,151,3.372075376884424e-05,2524
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,152,4.071793969849246e-05,2333
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,153,3.2984120603015084e-05,2592
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,154,3.3260050251256305e-05,2394
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,155,4.0829296482411984e-05,2373
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,156,2.95203015075377e-05,2333
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,157,2.3389447236180902e-05,2495
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,158,2.596668341708545e-05,2368
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,159,3.926055276381907e-05,2465
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,160,2.6089296482412067e-05,2457
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,161,4.027140703517586e-05,2342
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,162,3.348201005025127e-05,2421
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,163,4.76505527638191e-05,2577
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,164,2.966296482412064e-05,2424
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,165,4.395618090452254e-05,2762
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,166,3.004939698492464e-05,2477
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,167,2.020130653266333e-05,2528
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,168,2.5980050251256283e-05,2465
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,169,3.483407035175879e-05,2429
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,170,2.1944673366834174e-05,2449
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,171,3.659010050251256e-05,2394
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,172,3.6423919597989954e-05,2329
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,173,3.20794974874372e-05,2417
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,174,3.278311557788947e-05,2429
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,175,2.645723618090453e-05,2485
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,176,3.907964824120601e-05,2472
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,177,3.733175879396982e-05,2489
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,178,2.5348542713567864e-05,2373
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,179,2.8458442211055288e-05,2424
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,180,4.408467336683414e-05,2473
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,181,2.8197386934673383e-05,2379
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,182,2.0022864321608028e-05,2298
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,183,4.030748743718589e-05,2479
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,184,1.8594221105527637e-05,2342
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,185,3.0314170854271365e-05,2475
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,186,1.8761105527638195e-05,2459
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,187,2.2460201005025133e-05,2455
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,188,3.850547738693467e-05,2428
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,189,3.431708542713567e-05,2431
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,190,3.420989949748744e-05,2368
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,191,3.588859296482409e-05,2441
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,192,3.23149246231156e-05,2418
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,193,2.9198643216080405e-05,2298
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,194,3.799638190954772e-05,2407
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,195,2.9755175879397003e-05,2337
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,196,3.577889447236183e-05,2431
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,197,2.254562814070353e-05,2405
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,198,2.647552763819095e-05,2568
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,199,3.633110552763822e-05,2366
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,200,2.959170854271363e-05,2593
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,201,3.0167035175879405e-05,2418
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,202,3.114437185929649e-05,2452
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,203,4.1054874371859344e-05,2570
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,204,2.016909547738692e-05,2447
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,205,3.456351758793966e-05,2420
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,206,3.758055276381907e-05,2354
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,207,3.122859296482414e-05,2405
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,208,3.474336683417085e-05,2491
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,209,4.066075376884417e-05,2521
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,210,3.3266783919597973e-05,2456
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,211,3.4423417085427155e-05,2468
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,212,3.403613065326631e-05,2514
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,213,3.0189195979899503e-05,2379
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,214,3.2927085427135694e-05,2426
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,215,1.535844221105527e-05,2522
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,216,3.43845728643216e-05,2434
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,217,1.796422110552762e-05,2331
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,218,2.3079396984924616e-05,2493
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,219,4.049100502512564e-05,2449
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,220,3.4822060301507534e-05,2399
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,221,3.052914572864322e-05,2350
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,222,3.057768844221106e-05,2326
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,223,4.294758793969843e-05,2454
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,224,3.589839195979901e-05,2317
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,225,1.4810150753768835e-05,2320
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,226,3.2212462311557786e-05,2426
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,227,3.98716582914573e-05,2398
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,228,3.2832512562814105e-05,2387
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,229,3.192834170854271e-05,2557
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,230,2.728316582914573e-05,2414
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,231,3.42940201005025e-05,2332
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,232,2.701371859296485e-05,2366
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,233,3.834623115577891e-05,2396
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,234,2.2006582914572865e-05,2455
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,235,3.837291457286431e-05,2434
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,236,3.541391959798994e-05,2498
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,237,2.670301507537689e-05,2443
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,238,3.521130653266336e-05,2327
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,239,3.015834170854272e-05,2363
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,240,3.66588944723618e-05,2369
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,241,1.975809045226129e-05,2258
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,242,3.97766331658291e-05,2410
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,243,2.190608040201004e-05,2373
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,244,3.676763819095478e-05,2314
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,245,3.0884773869346735e-05,2442
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,246,3.255170854271359e-05,2519
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,247,2.385291457286433e-05,2380
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,248,2.444623115577888e-05,2455
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,249,3.478969849246233e-05,2340
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,250,3.658703517587938e-05,2492
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,251,3.57883417085427e-05,2452
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,252,4.054703517587938e-05,2452
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,253,3.175552763819096e-05,2410
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,254,3.1779246231155774e-05,2349
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,255,2.658804020100505e-05,2349
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,256,2.938035175879398e-05,2466
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,257,2.758914572864321e-05,2456
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,258,3.149979899497488e-05,2562
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,259,2.712678391959799e-05,2542
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,260,2.549482412060301e-05,2290
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,261,3.597522613065324e-05,2257
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,262,3.3394773869346763e-05,2429
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,263,3.642241206030149e-05,2410
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,264,2.2144472361809057e-05,2443
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,265,2.8026030150753783e-05,2303
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,266,2.1718442211055295e-05,2340
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,267,1.7136834170854265e-05,2415
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,268,2.526587939698493e-05,2585
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,269,3.038371859296485e-05,2498
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,270,3.99345226130653e-05,2564
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,271,3.6274221105527664e-05,2360
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,272,2.8096130653266336e-05,2521
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,273,3.54467336683417e-05,2402
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,274,2.837718592964825e-05,2449
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,275,2.0119145728643205e-05,2361
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,276,2.5711457286432155e-05,2325
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,277,3.0348542713567864e-05,2287
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,278,4.749351758793966e-05,2305
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,279,2.6351658291457297e-05,2340
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,280,3.03512060301508e-05,2541
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,281,3.576618090452261e-05,2422
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,282,3.261407035175882e-05,2515
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,283,2.744809045226129e-05,2385
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,284,2.626703517587942e-05,2530
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,285,2.990407035175881e-05,2450
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,286,3.493316582914573e-05,2579
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,287,3.331472361809044e-05,2386
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,288,3.409829145728643e-05,2349
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,289,3.4403165829145726e-05,2497
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,290,1.910020100502511e-05,2395
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,291,2.426748743718596e-05,2339
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,292,3.1506381909547775e-05,2438
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,293,3.0493969849246256e-05,2373
100,0.05,0.5,5e-08,4.9999999999999996e-06,chr2,294,3.945326633165828e-05,2411
